,NUM_BO,ANO_BO,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,DELEGACIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,ANO,MES,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,FLAG_STATUS,RUBRICA,DESDOBRAMENTO,CONDUTA,LATITUDE,LONGITUDE,CIDADE,LOGRADOURO,NUMERO_LOGRADOURO,FLAG_STATUS.1,DESCR_TIPO_PESSOA,CONT_PESSOA,SEXO_PESSOA,IDADE_PESSOA,COR,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
9704,24,2014,30218,DEMACRO,DEL.SEC.GUARULHOS,08 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,08 D.P. GUARULHOS,2014,1,01/01/2014,,C,Furto (art. 155),,OUTROS,-2.345.779.169,-4.647.107.072,GUARULHOS,RUA JUSTINO DE MAIO,1111,C,Representante,1,M,25.0,,AUXILIAR OPERACIONAL,2 Grau completo
9705,24,2014,30320,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01 D.P. SUZANO,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01 D.P. SUZANO,2014,1,05/01/2014,20:30,C,Furto (art. 155),,RESIDENCIA,,,SUZANO,,,C,Vitima,1,M,60.0,Branca,COMERCIANTE,2 Grau completo
9706,24,2014,30401,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.BARUERI,DEMACRO,DEL.SEC.CARAPICUIBA,01 D.P. BARUERI,2014,1,02/01/2014,17:28,C,Lesao corporal culposa na direcao de veiculo automotor (Art. 303),,,-2.350.365.581,-4.688.081.178,BARUERI,R TITICACA,572,C,Vitima,1,M,23.0,Branca,PROMOTOR(A),2 Grau completo
9707,24,2014,30432,DEMACRO,DEL.SEC.CARAPICUIBA,02 D.P. CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,02 D.P. CARAPICUIBA,2014,1,07/01/2014,13:40,C,Furto (art. 155),,INTERIOR ESTABELECIMENTO,-235.230.012,-4.685.433.824,CARAPICUIBA,RUA NILO FORNAZARO,225,C,Vitima,1,M,53.0,Branca,EMPRESARIO(A),1 Grau completo
9708,24,2014,70401,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01 D.P. CAJAMAR,2014,1,04/01/2014,00:50,C,A.I.-Roubo (art. 157),,,-2.339.677.523,-4.665.369.675,CAJAMAR,AV TENENTE MARQUES,5500,C,Indiciado,3,M,26.0,Branca,ASSISTENTE TECNICO,1 Grau completo
9709,24,2014,70401,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAJAMAR,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01 D.P. CAJAMAR,2014,1,04/01/2014,00:50,C,Roubo (art. 157),caput. Subtrair coisa movel alheia mediante grave ameaca ou violencia a pessoa,ESTABELECIMENTO COMERCIAL,-2.339.677.523,-4.665.369.675,CAJAMAR,AV TENENTE MARQUES,5500,C,Adolescente infrator,7,F,17.0,Branca,ESTUDANTE,1 Grau incompleto
9710,53,2014,20242,DECAP,DEL.SEC.5 LESTE,42 D.P. PARQUE S. LUCAS,DECAP,DEL.SEC.5 LESTE,42 D.P. PARQUE S. LUCAS,2014,1,07/01/2014,06:30,C,Roubo (art. 157),caput. Subtrair coisa movel alheia mediante grave ameaca ou violencia a pessoa,TRANSEUNTE,-2.359.554.931,-4.654.806.037,S.PAULO,PC SAO LUCAS,0,C,Autor,2,M,,,,
9711,53,2014,30105,DEMACRO,DEL.SEC.SANTO ANDRE,04 D.P. SANTO ANDRE,DEMACRO,DEL.SEC.SANTO ANDRE,04 D.P. SANTO ANDRE,2014,1,03/01/2014,17:30,C,Furto (art. 155),,RESIDENCIA,,,S.ANDRE,,,C,Vitima,1,M,17.0,Parda,ATENDENTE,1 Grau incompleto
9712,53,2014,30113,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01 D.P. S.CAETANO DO SUL,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DEL.POL.S.CAETANO DO SUL,2014,2,04/02/2014,07:55,C,Lesao corporal (art. 129),,,-2.361.079.957,-4.656.983.543,S.CAETANO DO SUL,R SERAFIM CONSTANTINO,0,C,Autor/Vitima,2,M,24.0,Branca,AUXILIAR ADMINISTRATIVO,2 Grau incompleto
9713,53,2014,30121,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,05 D.P. S.BERNARDO DO CAMPO,DECAP,DEL.SEC.8 SAO MATEUS,49 D.P. SAO MATEUS,2014,1,09/01/2014,09:00,C,Roubo (art. 157),,CARGA,-2.358.404.729,-4.649.210.565,S.PAULO,AV MATEO BEI,1,C,Representante,1,M,21.0,,MOTORISTA,2 Grau completo
9714,53,2014,30208,DEMACRO,DEL.SEC.GUARULHOS,03 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,03 D.P. GUARULHOS,2014,1,07/01/2014,21:40,C,Roubo (art. 157),,VEICULO,-2.344.627.965,-4.645.715.666,GUARULHOS,R LUCIARA,176,C,Indiciado,5,M,,Preta,,
9715,53,2014,30211,DEMACRO,DEL.SEC.GUARULHOS,DEL.POL.STA ISABEL,DEMACRO,DEL.SEC.GUARULHOS,DEL.POL.STA ISABEL,2014,1,05/01/2014,22:15,C,Lesao corporal (art 129_9),,,-239.779.174,-4.710.950.112,S.ISABEL,R PROF ARTHUR JOSE DA COSTA,827,C,Condutor,3,M,31.0,,POLICIAL MILITAR,2 Grau completo
9716,53,2014,30314,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DISE- DEL.SEC.MOGI DAS CRUZES,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.POA,2014,4,30/04/2014,15:45,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.353.746.501,-4.634.700.192,POA,RUA YOSSEF HANNA TANAOUS,0,C,Testemunha,3,M,40.0,,POLICIAL CIVIL,2 Grau completo
9717,53,2014,30408,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.JANDIRA,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.JANDIRA,2014,1,06/01/2014,13:00,C,Lesao corporal (art. 129),,,-2.353.771.136,-4.691.580.055,JANDIRA,R MARTIN LUTHER KING,0,C,Vitima,1,M,18.0,Parda,PEDREIRO,1 Grau completo
9718,53,2014,30615,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01 D.P. CAIEIRAS,DECAP,DEL.SEC.3 OESTE,33 D.P. PIRITUBA,2014,1,16/01/2014,23:20,C,Roubo (art. 157),,OUTROS,-235.131.914,-4.672.696.955,S.PAULO,VIA ANHANGUERA,0,C,Indiciado,3,M,27.0,Parda,,
9719,53,2014,140701,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-5 DELEGACIA DA DISCCPAT,DECAP,DEL.SEC.5 LESTE,31 D.P. VILA CARRAO,2014,3,27/03/2014,08:00,C,Roubo (art. 157),,ESTABELECIMENTO BANCARIO,-235.458.481,-4.654.360.603,S.PAULO,AVENIDA CONSELHEIRO CARRAO,1797,C,Autor,5,M,26.0,Branca,MONITOR,
9720,53,2014,140904,DEIC,DIVECAR-DIV.INV.S/FURTO_R.R.VEIC.E CARGA,DEIC - 4 DELEGACIA DA DIVECAR,DECAP,DEL.SEC.3 OESTE,46 D.P. PERUS,2014,3,11/03/2014,13:30,C,Furto qualificado (art. 155 4o.),,CARGA,,,S.PAULO,EST CEL JOSE GLADIADOR,468,C,Advogado,5,M,43.0,Branca,ADVOGADO(A),Superior completo
9721,53,2014,140904,DEIC,DIVECAR-DIV.INV.S/FURTO_R.R.VEIC.E CARGA,DEIC - 4 DELEGACIA DA DIVECAR,DECAP,DEL.SEC.3 OESTE,46 D.P. PERUS,2014,3,11/03/2014,13:30,C,Furto qualificado (art. 155 4o.),,CARGA,,,S.PAULO,EST CEL JOSE GLADIADOR,468,C,Condutor,1,M,46.0,Parda,POLICIAL CIVIL,2 Grau completo
9722,30,2014,30207,DEMACRO,DEL.SEC.GUARULHOS,02 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,02 D.P. GUARULHOS,2014,1,01/01/2014,,C,Lesao corporal (art 129_9),,,-2.344.505.412,-465.572.703,GUARULHOS,R PIAUI,275,C,Autor,2,M,,Outros,,
9723,30,2014,30207,DEMACRO,DEL.SEC.GUARULHOS,02 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,02 D.P. GUARULHOS,2014,1,01/01/2014,,C,Lesao corporal (art 129_9),,,-2.344.505.412,-465.572.703,GUARULHOS,R PIAUI,275,C,Autor,3,F,,Outros,,
9724,30,2014,30207,DEMACRO,DEL.SEC.GUARULHOS,02 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,02 D.P. GUARULHOS,2014,1,01/01/2014,,C,Lesao corporal (art. 129),,,-2.344.505.412,-465.572.703,GUARULHOS,R PIAUI,275,C,Vitima,1,F,33.0,Parda,DO LAR,1 Grau completo
9725,30,2014,30215,DEMACRO,DEL.SEC.GUARULHOS,05 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,05 D.P. GUARULHOS,2014,1,04/01/2014,22:00,C,Roubo (art. 157),,TRANSEUNTE,-2.347.529.547,-4.655.408.964,GUARULHOS,AV SAO PAULO,300,C,Vitima,1,M,17.0,Parda,,2 Grau incompleto
9726,30,2014,30415,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.SANTANA DE PARNAIBA,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.SANTANA DE PARNAIBA,2014,1,02/01/2014,20:55,C,Roubo (art. 157),caput. Subtrair coisa movel alheia mediante grave ameaca ou violencia a pessoa,OUTROS,-2.340.877.095,-4.686.964.997,SANTANA DE PARNAIBA,EST JAGUARI,0,C,Averiguado,5,M,,Parda,,
9727,30,2014,40201,DEINTER 6 - SANTOS,DEL.SEC.SANTOS,DEL.INV.GER. SANTOS,DEMACRO,DEL.SEC.GUARULHOS,08 D.P. GUARULHOS,2014,2,27/02/2014,12:00,C,Roubo (art. 157),,CARGA,,,GUARULHOS,R SATELITE,70,C,Indiciado,1,M,,Preta,,
9728,30,2014,40201,DEINTER 6 - SANTOS,DEL.SEC.SANTOS,DEL.INV.GER. SANTOS,DEMACRO,DEL.SEC.GUARULHOS,08 D.P. GUARULHOS,2014,2,27/02/2014,12:00,C,Roubo (art. 157),,CARGA,,,GUARULHOS,R SATELITE,70,C,Indiciado,3,M,,Parda,,
9729,30,2014,40201,DEINTER 6 - SANTOS,DEL.SEC.SANTOS,DEL.INV.GER. SANTOS,DEMACRO,DEL.SEC.GUARULHOS,08 D.P. GUARULHOS,2014,2,27/02/2014,12:00,C,Roubo (art. 157),,VEICULO,,,GUARULHOS,R SATELITE,70,C,Indiciado,3,M,,Parda,,
9730,30,2014,130305,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.SALESOPOLIS,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.SALESOPOLIS,2014,1,12/01/2014,,C,A.I.-Estupro de vulneravel (art.217-A),,,-2.354.828.164,-4.596.350.265,SALESOPOLIS,ESTRADA REPRESA VELHA POSTE 38,,C,Testemunha,1,F,36.0,,,2 Grau completo
9731,30,2014,140208,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-3 DELEGACIA DA DISCCPAT,DEMACRO,DEL.SEC.SANTO ANDRE,02 D.P. MAUA,2014,2,14/02/2014,,C,Furto qualificado (art. 155 4o.),,OUTROS,,,MAUA,R HUMBERTO PRIMO LEARDINI,410,C,Representante,1,M,52.0,,ANALISTA,Superior completo
9732,30,2014,210105,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,05 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.3 OESTE,14 D.P. PINHEIROS,2014,2,21/02/2014,16:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,R PROF PIRAJA DA SILVA,141,C,Condutor,2,M,60.0,,POLICIAL CIVIL,Superior completo
9733,30,2014,210105,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,05 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.3 OESTE,14 D.P. PINHEIROS,2014,2,21/02/2014,16:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,R PROF PIRAJA DA SILVA,141,C,Testemunha,3,M,39.0,,POLICIAL CIVIL,Superior completo
9734,30,2014,210106,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,06 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.8 SAO MATEUS,54 D.P. CID. TIRADENTES,2014,2,18/02/2014,13:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,R IGARAPE AGUA AZUL,439,C,Indiciado,1,M,20.0,Branca,DESEMPREGADO,1 Grau completo
9735,48,2014,210103,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,03 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,2014,2,24/02/2014,15:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,R GAL JARDIM,237,C,Condutor,1,M,37.0,,POLICIAL CIVIL,Superior incompleto
9736,48,2014,210103,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,03 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,2014,2,24/02/2014,15:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,R GAL JARDIM,237,C,Indiciado,4,M,27.0,Parda,DESEMPREGADO(A),1 Grau completo
9737,48,2014,210105,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,05 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.4 NORTE,74 D.P. PARADA TAIPAS,2014,4,10/04/2014,,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.345.496.917,-4.671.622.998,S.PAULO,RUA WENCESLAU DE CAMPOS,53,C,Indiciado,1,M,63.0,Parda,VENDEDOR(A),1 Grau completo
9738,48,2014,270102,DEMACRO,DEL.SEC.TABOAO DA SERRA,DISE- DEL.SEC.TABOAO SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. TABOAO DA SERRA,2014,3,26/03/2014,11:20,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,TABOAO DA SERRA,OITO,451,C,Indiciado,3,M,19.0,Branca,AJUDANTE,2 Grau incompleto
9739,48,2014,280501,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DISE- DEL.SEC.FRANCO DA ROCHA,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCISCO MORATO,2014,2,19/02/2014,17:00,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.327.210.582,-4.673.345.303,FRANCISCO MORATO,R DOZE,177,C,Condutor,1,M,40.0,,POLICIAL CIVIL,Superior completo
9740,48,2016,10338,DECAP,DEL.SEC.3 OESTE,34 D.P. MORUMBI,DECAP,DEL.SEC.3 OESTE,34 D.P. MORUMBI,2014,4,,,C,Furto (art. 155),,RESIDENCIA,,,S.PAULO,,,C,Vitima,1,F,65.0,Branca,,Superior completo
9741,49,2014,10241,DECAP,DEL.SEC.3 OESTE,37 D.P. CAMPO LIMPO,DECAP,DEL.SEC.3 OESTE,37 D.P. CAMPO LIMPO,2014,1,02/01/2014,,C,Furto qualificado (art. 155 4o.),4o. Se o crime_cometido:,RESIDENCIA,,,S.PAULO,,,C,Vitima,1,M,63.0,Amarela,APOSENTADO(A),2 Grau completo
9742,49,2014,10308,DECAP,DEL.SEC.5 LESTE,52 D.P. PARQUE S.JORGE,DECAP,DEL.SEC.5 LESTE,52 D.P. PARQUE S.JORGE,2014,1,07/01/2014,,C,Furto (art. 155),,ESTABELECIMENTO COMERCIAL,-235.358.727,-465.726.194,S.PAULO,AV CELSO GARCIA,4105,C,Representante,1,M,31.0,,ESTUDANTE,Superior incompleto
9743,49,2014,10323,DECAP,DEL.SEC.3 OESTE,23 D.P. PERDIZES,DECAP,DEL.SEC.1 CENTRO,03 D.P. CAMPOS ELISEOS,2014,1,04/01/2014,08:30,C,Roubo (art. 157),,TRANSEUNTE,-235.346.014,-4.664.516.487,S.PAULO,R DOS GUAIANAZES,900,C,Autor,3,M,,Parda,,
9744,49,2014,10326,DECAP,DEL.SEC.7 ITAQUERA,63 D.P. VILA JACUI,DECAP,DEL.SEC.7 ITAQUERA,103 D.P. COHABII/ITAQU.,2014,1,01/01/2014,22:00,C,Furto (art. 155),,ESTABELECIMENTO ENSINO,-2.354.979.374,-4.642.584.845,S.PAULO,R LUIS MATHEUS,820,C,Representante,1,M,39.0,Parda,SUPERVISOR DE SEGURANCA,2 Grau completo
9745,49,2014,10337,DECAP,DEL.SEC.4 NORTE,74 D.P. PARADA TAIPAS,DECAP,DEL.SEC.4 NORTE,74 D.P. PARADA TAIPAS,2014,1,05/01/2014,07:15,C,Roubo (art. 157),,VEICULO,-2.343.186.579,-4.672.042.404,S.PAULO,AV RAIMUNDO PEREIRA DE MAGALHAES,13225,C,Vitima,1,M,41.0,Branca,SOLDADOR(A),1 Grau completo
9746,49,2014,10349,DECAP,DEL.SEC.6 SANTO AMARO,85 D.P. JARDIM MIRNA,DECAP,DEL.SEC.6 SANTO AMARO,85 D.P. JARDIM MIRNA,2014,1,01/01/2014,22:30,C,Roubo (art. 157),,TRANSEUNTE,-2.375.862.091,-4.666.768.516,S.PAULO,EST DO BARRO BRANCO,200,C,Indiciado,3,M,,Outros,,
9747,24,2014,140215,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-6 DEL.P.I.F.C.L.DINHEIRO,DECAP,DEL.SEC.7 ITAQUERA,67 D.P. JARDIM ROBRU,2014,3,14/03/2014,16:45,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,R CARLOS GILBERTO CAMPAGLIA,431,C,Advogado,4,M,47.0,,ADVOGADO(A),Superior completo
9748,24,2014,200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,2014,1,06/01/2014,23:00,C,Homicidio simples (art. 121),Morte decorrente de intervencao policial (RES. SSP 05 - 07/01/2013),,,,S.PAULO,RUA ORVALHEIRAS,95,C,Vitima,5,M,43.0,Branca,COMERCIANTE,1 Grau incompleto
9749,24,2014,200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,2014,1,06/01/2014,23:00,C,Roubo (art. 157),,RESIDENCIA,,,S.PAULO,,,C,Autor/Vitima,2,M,31.0,Parda,POLICIAL MILITAR,2 Grau completo
9750,24,2014,200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,2014,1,06/01/2014,23:00,C,Roubo (art. 157),,RESIDENCIA,,,S.PAULO,,,C,Condutor,1,M,30.0,Branca,POLICIAL MILITAR,
9751,24,2014,210101,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,01 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.3 OESTE,37 D.P. CAMPO LIMPO,2014,3,10/03/2014,15:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,EST DOS MIRANDAS,796,C,Averiguado,6,M,18.0,,AJUDANTE,1 Grau completo
9752,24,2014,210101,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,01 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.3 OESTE,37 D.P. CAMPO LIMPO,2014,3,10/03/2014,15:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,EST DOS MIRANDAS,796,C,Indiciado,4,M,24.0,Branca,AJUDANTE,2 Grau incompleto
9753,24,2014,210103,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,03 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,2014,1,27/01/2014,13:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.352.162.682,-4.663.761.546,S.PAULO,AV DO ESTADO,100,C,Indiciado,3,M,25.0,Preta,AUTONOMO(A),1 Grau completo
9754,24,2014,210103,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,03 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,2014,1,27/01/2014,13:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.352.162.682,-4.663.761.546,S.PAULO,AV DO ESTADO,100,C,Testemunha,4,M,39.0,,POLICIAL CIVIL,Superior completo
9755,24,2014,270101,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.DEF.MUL. TABOAO DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. TABOAO DA SERRA,2014,1,05/01/2014,18:00,C,Lesao corporal (art. 129),,,-2.360.777.685,-4.675.486.255,TABOAO DA SERRA,R ERNESTO CAPELARI,11,C,Testemunha,3,I,,,,
9756,24,2014,280501,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DISE- DEL.SEC.FRANCO DA ROCHA,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCO ROCHA,2014,1,22/01/2014,21:20,T,Homicidio simples (art. 121),,,-2.331.478.239,-4.673.292.026,FRANCO DA ROCHA,R SANTOS DUMONT,102,T,Indiciado,3,M,,Parda,,
9757,25,2014,10112,DECAP,DEL.SEC.1 CENTRO,12 D.P. PARI,DEMACRO,DEL.SEC.OSASCO,03 D.P. OSASCO,2014,1,03/01/2014,05:30,C,Roubo (art. 157),,OUTROS,-2.352.005.437,-4.678.100.414,OSASCO,RODOVIA PRES CASTELO BRANCO,0,C,Autor,3,M,,,,
9758,25,2014,10341,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,2014,1,02/01/2014,22:00,C,Roubo (art. 157),,TRANSEUNTE,-2.353.511.113,-4.665.024.843,S.PAULO,AL NOTHMANN,999,C,Indiciado,2,M,,,,
9759,25,2014,10342,DECAP,DEL.SEC.1 CENTRO,78 D.P. JARDINS,DECAP,DEL.SEC.1 CENTRO,78 D.P. JARDINS,2014,1,02/01/2014,,C,A.I.-Furto qualificado (art. 155 4o.),,,-2.356.664.421,-4.665.040.369,S.PAULO,AV PAULISTA,742,C,Condutor,3,M,26.0,Branca,POLICIAL MILITAR,2 Grau completo
9760,56,2014,30315,DEMACRO,DEL.SEC.MOGI DAS CRUZES,SETOR HOM.SEC. MOGI CRUZES,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.ITAQUAQUECETUBA,2014,5,08/05/2014,07:00,C,Estupro (art.213),Art.213_1 Se da conduta resulta Lesao corporal de natureza grave,,-2.349.962.809,-4.635.946.957,ITAQUAQUECETUBA,RUA UNIFLOR,85,C,Representante,5,I,37.0,,COSTUREIRO,1 Grau incompleto
9761,56,2014,30404,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.EMBU DAS ARTES,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.EMBU DAS ARTES,2014,1,05/01/2014,15:31,C,Lesao corporal culposa na direcao de veiculo automotor (Art. 303),,,-2.362.440.118,-4.686.876.508,EMBU,EST CAPUAVA,100,C,Condutor,1,M,32.0,Parda,POLICIAL MILITAR,Superior completo
9762,56,2014,30406,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.ITAPECERICA DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.ITAPECERICA DA SERRA,2014,1,04/01/2014,13:35,C,A.I.-Roubo (art. 157),,,-2.371.780.309,-4.684.953.791,ITAPECERICA DA SERRA,RODOVIA ARMANDO SALLES KM 31,,C,Curador,6,F,42.0,,COZINHEIRO(A),1 Grau incompleto
9763,56,2014,30406,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.ITAPECERICA DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.ITAPECERICA DA SERRA,2014,1,04/01/2014,13:35,C,A.I.-Roubo (art. 157),,,-2.371.780.309,-4.684.953.791,ITAPECERICA DA SERRA,RODOVIA ARMANDO SALLES KM 31,,C,Indiciado,4,M,23.0,Branca,AJUDANTE,2 Grau completo
9764,56,2014,30406,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.ITAPECERICA DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.ITAPECERICA DA SERRA,2014,1,04/01/2014,13:35,C,Roubo (art. 157),,TRANSEUNTE,-2.371.780.309,-4.684.953.791,ITAPECERICA DA SERRA,RODOVIA ARMANDO SALLES KM 31,,C,Vitima,3,F,49.0,Branca,AJUDANTE,2 Grau completo
9765,56,2014,30419,DEMACRO,DEL.SEC.OSASCO,06 D.P. OSASCO,DEMACRO,DEL.SEC.OSASCO,06 D.P. OSASCO,2014,1,09/01/2014,01:30,C,Roubo (art. 157),,VEICULO,-2.356.291.013,-4.678.167.127,OSASCO,R JOAQUIM LAPAS VEIGA,0,C,Autor,2,M,,Parda,,
9766,56,2014,30419,DEMACRO,DEL.SEC.OSASCO,06 D.P. OSASCO,DEMACRO,DEL.SEC.OSASCO,06 D.P. OSASCO,2014,1,09/01/2014,01:30,C,Roubo (art. 157),,VEICULO,-2.356.291.013,-4.678.167.127,OSASCO,R JOAQUIM LAPAS VEIGA,0,C,Vitima,1,M,61.0,Parda,,Superior completo
9767,56,2014,30431,DEMACRO,DEL.SEC.OSASCO,DISE- DEL.SEC.OSASCO,DEMACRO,DEL.SEC.OSASCO,07 D.P. OSASCO,2014,4,16/04/2014,16:00,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.350.795.629,-4.676.410.431,OSASCO,AVENIDA OSVALDO COSTA,20,C,Indiciado,3,M,26.0,Branca,DESEMPREGADO,2 Grau completo
9768,56,2014,30431,DEMACRO,DEL.SEC.OSASCO,DISE- DEL.SEC.OSASCO,DEMACRO,DEL.SEC.OSASCO,07 D.P. OSASCO,2014,4,16/04/2014,16:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.350.795.629,-4.676.410.431,OSASCO,AVENIDA OSVALDO COSTA,20,C,Indiciado,3,M,26.0,Branca,DESEMPREGADO,2 Grau completo
